1769573781.910533 server started (50665): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1769573781.910548 on Linux 6.18.6-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Sun Jan 18 18:57:00 UTC 2026
1769573781.910558 using libevent 2.1.12-stable poll
1769573781.910563 using ncurses 6.5 20250614
1769573781.912549 yylex_token: %%
1769573781.912554 cmd_parse_build_commands 0:0: bind
1769573781.912558 cmd_parse_build_commands 0:1: -N
1769573781.912562 cmd_parse_build_commands 0:2: Rename current session
1769573781.912567 cmd_parse_build_commands 0:3: $
1769573781.912571 cmd_parse_build_commands 0:4 0:0: command-prompt
1769573781.912575 cmd_parse_build_commands 0:4 0:1: -I#S
1769573781.912580 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1769573781.912584 cmd_parse_build_commands 0:4 0:2 0:1: --
1769573781.912588 cmd_parse_build_commands 0:4 0:2 0:2: %%
1769573781.912593 cmd_parse_build_commands 0:0: command-prompt
1769573781.912597 cmd_parse_build_commands 0:1: -I#S
1769573781.912602 cmd_parse_build_commands 0:2 0:0: rename-session
1769573781.912606 cmd_parse_build_commands 0:2 0:1: --
1769573781.912610 cmd_parse_build_commands 0:2 0:2: %%
1769573781.912615 cmd_parse_build_commands 0:0: rename-session
1769573781.912619 cmd_parse_build_commands 0:1: --
1769573781.912623 cmd_parse_build_commands 0:2: %%
1769573781.912628 args_parse_flags: next --
1769573781.912632 args_parse: flags end at 2 of 3
1769573781.912636 args_parse: 2 = %% (type STRING)
1769573781.912641 cmd_parse_build_commands: rename-session "%%"
1769573781.912646 args_parse_flags: next -I#S
1769573781.912650 args_parse_flag_argument: -I = #S
1769573781.912654 args_parse: flags end at 2 of 3
1769573781.912659 args_parse: 2 = rename-session "%%" (type COMMANDS)
1769573781.912664 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1769573781.912669 args_parse_flags: next -N
1769573781.912673 args_parse_flag_argument: -N = Rename current session
1769573781.912677 args_parse_flags: next $
1769573781.912681 args_parse: flags end at 3 of 5
1769573781.912685 args_parse: 3 = $ (type STRING)
1769573781.912691 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1769573781.912698 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1769573781.912703 cmdq_get_command: [bind-key/0x564fc4246060] group 58
1769573781.912707 cmdq_append <global>: [bind-key/0x564fc4246060]
1769573781.912714 yylex_token: end at WS
1769573781.912719 yylex_token: bind
1769573781.912723 yylex_token: end at WS
1769573781.912730 yylex_token: -N
1769573781.912736 yylex_token: end at WS
1769573781.912741 yylex_token: Split window horizontally
1769573781.912745 yylex_get_word: %
1769573781.912749 yylex_token: end at WS
1769573781.912753 yylex_token: split-window
1769573781.912757 yylex_token: end at WS
1769573781.912761 yylex_token: -h
1769573781.912766 cmd_parse_build_commands 0:0: bind
1769573781.912770 cmd_parse_build_commands 0:1: -N
1769573781.912775 cmd_parse_build_commands 0:2: Split window horizontally
1769573781.912779 cmd_parse_build_commands 0:3: %
1769573781.912783 cmd_parse_build_commands 0:4 0:0: split-window
1769573781.912787 cmd_parse_build_commands 0:4 0:1: -h
1769573781.912792 cmd_parse_build_commands 0:0: split-window
1769573781.912796 cmd_parse_build_commands 0:1: -h
1769573781.912802 args_parse_flags: next -h
1769573781.912806 args_parse_flags: -h
1769573781.912810 args_parse: flags end at 2 of 2
1769573781.912815 cmd_parse_build_commands: split-window -h
1769573781.912819 args_parse_flags: next -N
1769573781.912823 args_parse_flag_argument: -N = Split window horizontally
1769573781.912827 args_parse_flags: next %
1769573781.912832 args_parse: flags end at 3 of 5
1769573781.912836 args_parse: 3 = % (type STRING)
1769573781.912841 args_parse: 4 = split-window -h (type COMMANDS)
1769573781.912847 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1769573781.912852 cmdq_get_command: [bind-key/0x564fc4246350] group 70
1769573781.912856 cmdq_append <global>: [bind-key/0x564fc4246350]
1769573781.912861 yylex_token: end at WS
1769573781.912865 yylex_token: bind
1769573781.912869 yylex_token: end at WS
1769573781.912873 yylex_token: -N
1769573781.912877 yylex_token: end at WS
1769573781.912881 yylex_token: Kill current window
1769573781.912885 yylex_token: end at WS
1769573781.912889 yylex_token: &
1769573781.912894 yylex_token: end at WS
1769573781.912898 yylex_token: confirm-before
1769573781.912902 yylex_token: end at WS
1769573781.912906 yylex_token: -pkill-window #W? (y/n)
1769573781.912911 yylex_token: end at WS
1769573781.912915 yylex_token: kill-window
1769573781.912920 cmd_parse_build_commands 0:0: bind
1769573781.912924 cmd_parse_build_commands 0:1: -N
1769573781.912928 cmd_parse_build_commands 0:2: Kill current window
1769573781.912932 cmd_parse_build_commands 0:3: &
1769573781.912937 cmd_parse_build_commands 0:4 0:0: confirm-before
1769573781.912941 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1769573781.912945 cmd_parse_build_commands 0:4 0:2: kill-window
1769573781.912950 cmd_parse_build_commands 0:0: confirm-before
1769573781.912959 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1769573781.912963 cmd_parse_build_commands 0:2: kill-window
1769573781.912968 args_parse_flags: next -pkill-window #W? (y/n)
1769573781.912973 args_parse_flag_argument: -p = kill-window #W? (y/n)
1769573781.912977 args_parse_flags: next kill-window
1769573781.912981 args_parse: flags end at 2 of 3
1769573781.912985 args_parse: 2 = kill-window (type STRING)
1769573781.912991 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1769573781.912996 args_parse_flags: next -N
1769573781.913000 args_parse_flag_argument: -N = Kill current window
1769573781.913004 args_parse_flags: next &
1769573781.913008 args_parse: flags end at 3 of 5
1769573781.913013 args_parse: 3 = & (type STRING)
1769573781.913018 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1769573781.913025 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1769573781.913030 cmdq_get_command: [bind-key/0x564fc4248c10] group 78
1769573781.913035 cmdq_append <global>: [bind-key/0x564fc4248c10]
1769573781.913040 yylex_token: end at WS
1769573781.913044 yylex_token: bind
1769573781.913048 yylex_token: end at WS
1769573781.913052 yylex_token: -N
1769573781.913056 yylex_token: end at WS
1769573781.913061 yylex_token: Prompt for window index to select
1769573781.913065 yylex_token: end at WS
1769573781.913072 yylex_token: '
1769573781.913079 yylex_token: end at WS
1769573781.913083 yylex_token: command-prompt
1769573781.913087 yylex_token: end at WS
1769573781.913091 yylex_token: -T
1769573781.913095 yylex_token: end at WS
1769573781.913099 yylex_token: window-target
1769573781.913103 yylex_token: end at WS
1769573781.913107 yylex_token: -pindex
1769573781.913112 yylex_token: end at WS
1769573781.913116 yylex_token: select-window
1769573781.913120 yylex_token: end at WS
1769573781.913124 yylex_token: -t
1769573781.913128 yylex_token: end at WS
1769573781.913132 yylex_token: :%%
1769573781.913137 cmd_parse_build_commands 0:0: bind
1769573781.913141 cmd_parse_build_commands 0:1: -N
1769573781.913146 cmd_parse_build_commands 0:2: Prompt for window index to select
1769573781.913150 cmd_parse_build_commands 0:3: '
1769573781.913154 cmd_parse_build_commands 0:4 0:0: command-prompt
1769573781.913158 cmd_parse_build_commands 0:4 0:1: -T
1769573781.913163 cmd_parse_build_commands 0:4 0:2: window-target
1769573781.913167 cmd_parse_build_commands 0:4 0:3: -pindex
1769573781.913171 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1769573781.913175 cmd_parse_build_commands 0:4 0:4 0:1: -t
1769573781.913180 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1769573781.913184 cmd_parse_build_commands 0:0: command-prompt
1769573781.913189 cmd_parse_build_commands 0:1: -T
1769573781.913193 cmd_parse_build_commands 0:2: window-target
1769573781.913197 cmd_parse_build_commands 0:3: -pindex
1769573781.913201 cmd_parse_build_commands 0:4 0:0: select-window
1769573781.913206 cmd_parse_build_commands 0:4 0:1: -t
1769573781.913210 cmd_parse_build_commands 0:4 0:2: :%%
1769573781.913215 cmd_parse_build_commands 0:0: select-window
1769573781.913219 cmd_parse_build_commands 0:1: -t
1769573781.913223 cmd_parse_build_commands 0:2: :%%
1769573781.913228 args_parse_flags: next -t
1769573781.913232 args_parse_flag_argument: -t = :%%
1769573781.913237 args_parse: flags end at 3 of 3
1769573781.913242 cmd_parse_build_commands: select-window -t ":%%"
1769573781.913246 args_parse_flags: next -T
1769573781.913250 args_parse_flag_argument: -T = window-target
1769573781.913254 args_parse_flags: next -pindex
1769573781.913259 args_parse_flag_argument: -p = index
1769573781.913263 args_parse: flags end at 4 of 5
1769573781.913268 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1769573781.913275 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1769573781.913279 args_parse_flags: next -N
1769573781.913284 args_parse_flag_argument: -N = Prompt for window index to select
1769573781.913288 args_parse_flags: next '
1769573781.913292 args_parse: flags end at 3 of 5
1769573781.913296 args_parse: 3 = ' (type STRING)
1769573781.913302 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1769573781.913311 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1769573781.913316 cmdq_get_command: [bind-key/0x564fc4249b20] group 86
1769573781.913320 cmdq_append <global>: [bind-key/0x564fc4249b20]
1769573781.913327 yylex_token: end at WS
1769573781.913331 yylex_token: bind
1769573781.913335 yylex_token: end at WS
1769573781.913339 yylex_token: -N
1769573781.913344 yylex_token: end at WS
1769573781.913348 yylex_token: Switch to previous client
1769573781.913352 yylex_token: end at WS
1769573781.913356 yylex_token: (
1769573781.913361 yylex_token: end at WS
1769573781.913365 yylex_token: switch-client
1769573781.913369 yylex_token: end at WS
1769573781.913373 yylex_token: -p
1769573781.913377 cmd_parse_build_commands 0:0: bind
1769573781.913381 cmd_parse_build_commands 0:1: -N
1769573781.913386 cmd_parse_build_commands 0:2: Switch to previous client
1769573781.913390 cmd_parse_build_commands 0:3: (
1769573781.913394 cmd_parse_build_commands 0:4 0:0: switch-client
1769573781.913398 cmd_parse_build_commands 0:4 0:1: -p
1769573781.913403 cmd_parse_build_commands 0:0: switch-client
1769573781.913407 cmd_parse_build_commands 0:1: -p
1769573781.913416 args_parse_flags: next -p
1769573781.913422 args_parse_flags: -p
1769573781.913426 args_parse: flags end at 2 of 2
1769573781.913431 cmd_parse_build_commands: switch-client -p
1769573781.913435 args_parse_flags: next -N
1769573781.913439 args_parse_flag_argument: -N = Switch to previous client
1769573781.913443 args_parse_flags: next (
1769573781.913447 args_parse: flags end at 3 of 5
1769573781.913452 args_parse: 3 = ( (type STRING)
1769573781.913456 args_parse: 4 = switch-client -p (type COMMANDS)
1769573781.913463 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1769573781.913467 cmdq_get_command: [bind-key/0x564fc42492c0] group 98
1769573781.913472 cmdq_append <global>: [bind-key/0x564fc42492c0]
1769573781.913477 yylex_token: end at WS
1769573781.913481 yylex_token: bind
1769573781.913485 yylex_token: end at WS
1769573781.913489 yylex_token: -N
1769573781.913493 yylex_token: end at WS
1769573781.913497 yylex_token: Switch to next client
1769573781.913501 yylex_token: end at WS
1769573781.913505 yylex_token: )
1769573781.913510 yylex_token: end at WS
1769573781.913514 yylex_token: switch-client
1769573781.913518 yylex_token: end at WS
1769573781.913522 yylex_token: -n
1769573781.913526 cmd_parse_build_commands 0:0: bind
1769573781.913531 cmd_parse_build_commands 0:1: -N
1769573781.913535 cmd_parse_build_commands 0:2: Switch to next client
1769573781.913539 cmd_parse_build_commands 0:3: )
1769573781.913543 cmd_parse_build_commands 0:4 0:0: switch-client
1769573781.913548 cmd_parse_build_commands 0:4 0:1: -n
1769573781.913552 cmd_parse_build_commands 0:0: switch-client
1769573781.913557 cmd_parse_build_commands 0:1: -n
1769573781.913562 args_parse_flags: next -n
1769573781.913566 args_parse_flags: -n
1769573781.913570 args_parse: flags end at 2 of 2
1769573781.913575 cmd_parse_build_commands: switch-client -n
1769573781.913579 args_parse_flags: next -N
1769573781.913583 args_parse_flag_argument: -N = Switch to next client
1769573781.913587 args_parse_flags: next )
1769573781.913592 args_parse: flags end at 3 of 5
1769573781.913596 args_parse: 3 = ) (type STRING)
1769573781.913600 args_parse: 4 = switch-client -n (type COMMANDS)
1769573781.913606 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1769573781.913611 cmdq_get_command: [bind-key/0x564fc4249f30] group 106
1769573781.913615 cmdq_append <global>: [bind-key/0x564fc4249f30]
1769573781.913620 yylex_token: end at WS
1769573781.913624 yylex_token: bind
1769573781.913628 yylex_token: end at WS
1769573781.913632 yylex_token: -N
1769573781.913636 yylex_token: end at WS
1769573781.913641 yylex_token: Rename current window
1769573781.913645 yylex_token: end at WS
1769573781.913649 yylex_token: ,
1769573781.913653 yylex_token: end at WS
1769573781.913657 yylex_token: command-prompt
1769573781.913661 yylex_token: end at WS
1769573781.913665 yylex_token: -I#W
1769573781.913670 yylex_token: end at WS
1769573781.913674 yylex_token: rename-window
1769573781.913678 yylex_token: end at WS
1769573781.913682 yylex_token: --
1769573781.913686 yylex_token: end at WS
1769573781.913690 yylex_token: %%
1769573781.913695 cmd_parse_build_commands 0:0: bind
1769573781.913699 cmd_parse_build_commands 0:1: -N
1769573781.913703 cmd_parse_build_commands 0:2: Rename current window
1769573781.913707 cmd_parse_build_commands 0:3: ,
1769573781.913712 cmd_parse_build_commands 0:4 0:0: command-prompt
1769573781.913716 cmd_parse_build_commands 0:4 0:1: -I#W
1769573781.913720 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1769573781.913725 cmd_parse_build_commands 0:4 0:2 0:1: --
1769573781.913729 cmd_parse_build_commands 0:4 0:2 0:2: %%
1769573781.913734 cmd_parse_build_commands 0:0: command-prompt
1769573781.913738 cmd_parse_build_commands 0:1: -I#W
1769573781.913742 cmd_parse_build_commands 0:2 0:0: rename-window
1769573781.913746 cmd_parse_build_commands 0:2 0:1: --
1769573781.913751 cmd_parse_build_commands 0:2 0:2: %%
1769573781.913755 cmd_parse_build_commands 0:0: rename-window
1769573781.913763 cmd_parse_build_commands 0:1: --
1769573781.913769 cmd_parse_build_commands 0:2: %%
1769573781.913774 args_parse_flags: next --
1769573781.913778 args_parse: flags end at 2 of 3
1769573781.913782 args_parse: 2 = %% (type STRING)
1769573781.913787 cmd_parse_build_commands: rename-window "%%"
1769573781.913792 args_parse_flags: next -I#W
1769573781.913796 args_parse_flag_argument: -I = #W
1769573781.913800 args_parse: flags end at 2 of 3
1769573781.913805 args_parse: 2 = rename-window "%%" (type COMMANDS)
1769573781.913811 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1769573781.913815 args_parse_flags: next -N
1769573781.913819 args_parse_flag_argument: -N = Rename current window
1769573781.913823 args_parse_flags: next ,
1769573781.913827 args_parse: flags end at 3 of 5
1769573781.913832 args_parse: 3 = , (type STRING)
1769573781.913837 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1769573781.913844 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1769573781.913849 cmdq_get_command: [bind-key/0x564fc424ab00] group 114
1769573781.913853 cmdq_append <global>: [bind-key/0x564fc424ab00]
1769573781.913868 yylex_token: end at WS
1769573781.913872 yylex_token: bind
1769573781.913876 yylex_token: end at WS
1769573781.913880 yylex_token: -N
1769573781.913885 yylex_token: end at WS
1769573781.913889 yylex_token: Delete the most recent paste buffer
1769573781.913893 yylex_token: end at WS
1769573781.913897 yylex_token: -
1769573781.913902 yylex_token: end at WS
1769573781.913906 yylex_token: delete-buffer
1769573781.913918 cmd_parse_build_commands 0:0: bind
1769573781.913923 cmd_parse_build_commands 0:1: -N
1769573781.913927 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1769573781.913932 cmd_parse_build_commands 0:3: -
1769573781.913936 cmd_parse_build_commands 0:4 0:0: delete-buffer
1769573781.913941 cmd_parse_build_commands 0:0: delete-buffer
1769573781.913946 args_parse: flags end at 1 of 1
1769573781.913950 cmd_parse_build_commands: delete-buffer
1769573781.913961 args_parse_flags: next -N
1769573781.913965 args_parse_flag_argument: -N = Delete the most recent paste buffer
1769573781.913970 args_parse_flags: next -
1769573781.913974 args_parse: flags end at 3 of 5
1769573781.913978 args_parse: 3 = - (type STRING)
1769573781.913982 args_parse: 4 = delete-buffer (type COMMANDS)
1769573781.913989 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1769573781.913994 cmdq_get_command: [bind-key/0x564fc4249e30] group 126
1769573781.913999 cmdq_append <global>: [bind-key/0x564fc4249e30]
1769573781.914003 yylex_token: end at WS
1769573781.914007 yylex_token: bind
1769573781.914011 yylex_token: end at WS
1769573781.914015 yylex_token: -N
1769573781.914020 yylex_token: end at WS
1769573781.914024 yylex_token: Move the current window
1769573781.914028 yylex_token: end at WS
1769573781.914032 yylex_token: .
1769573781.914037 yylex_token: end at WS
1769573781.914041 yylex_token: command-prompt
1769573781.914045 yylex_token: end at WS
1769573781.914049 yylex_token: -T
1769573781.914053 yylex_token: end at WS
1769573781.914057 yylex_token: target
1769573781.914061 yylex_token: end at WS
1769573781.914065 yylex_token: move-window
1769573781.914069 yylex_token: end at WS
1769573781.914073 yylex_token: -t
1769573781.914078 yylex_token: end at WS
1769573781.914082 yylex_token: %%
1769573781.914087 cmd_parse_build_commands 0:0: bind
1769573781.914091 cmd_parse_build_commands 0:1: -N
1769573781.914095 cmd_parse_build_commands 0:2: Move the current window
1769573781.914100 cmd_parse_build_commands 0:3: .
1769573781.914104 cmd_parse_build_commands 0:4 0:0: command-prompt
1769573781.914108 cmd_parse_build_commands 0:4 0:1: -T
1769573781.914113 cmd_parse_build_commands 0:4 0:2: target
1769573781.914117 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1769573781.914121 cmd_parse_build_commands 0:4 0:3 0:1: -t
1769573781.914125 cmd_parse_build_commands 0:4 0:3 0:2: %%
1769573781.914134 cmd_parse_build_commands 0:0: command-prompt
1769573781.914141 cmd_parse_build_commands 0:1: -T
1769573781.914145 cmd_parse_build_commands 0:2: target
